rep,pt,ci_l,ci_u,pi_l,pi_u,ri_l,ri_u,cov_ci,cov_pi,cov_ri,w_ci,w_pi,w_ri,f,y,yhat,yhat_retrain
0,22,-0.7845602180146729,11.31969058785316,0.6035179801251198,9.931612389713365,-3.2914326410926327,13.826563010931118,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,4.560631851281148,4.285231516473801,5.267565184919243,2.7560527467651914
0,23,-0.533512517357372,11.780958068990508,0.9350738326758874,10.312371718957248,-3.083922882512298,14.331368434145435,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,5.279343484044027,5.255986602297303,5.623722775816568,5.620680955175308
0,24,14.14299689341501,26.45746747976289,15.611583243448269,24.98888112972963,11.592586528260084,29.007877844917815,True,True,True,12.31447058634788,9.377297886281362,17.41529131665773,23.037725455435456,22.63005048281904,20.30023218658895,24.021601707705166
0,25,-3.310302537984202,8.899510593128394,-1.8817602247377092,7.470968279881902,-5.839037634458173,11.428245689602367,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-0.35044427670030576,-0.3894896618438048,2.7946040275720962,0.0027843233654995525
0,26,-0.14513507286989302,11.959115732997935,1.2429431252698988,10.571037534858142,-2.652007495947853,14.465988156075895,True,True,True,12.104250805867828,9.328094409588243,17.117995652023748,4.864290224567153,4.538600484346774,5.906990330064021,3.546262362574424
0,27,3.7145249539047267,16.02899554025261,5.183111303937986,14.560409190219348,1.1641145887498006,18.579405905407533,True,True,True,12.314470586347882,9.377297886281362,17.415291316657733,10.269808102804607,10.870562326924606,9.871760247078667,12.307011263919662
0,28,7.7845853374316185,20.0990559237795,9.253171687464878,18.63046957374624,5.234174972276692,22.649466288934427,True,False,True,12.31447058634788,9.377297886281362,17.415291316657736,9.290643644548512,9.18431033020823,13.941820630605559,12.08358110137966
0,29,-5.613522994547887,6.490727811319941,-4.2254447964080954,5.102649613180149,-8.120395417625847,8.9976002343979,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,-0.2321165087321866,-0.4083835995702566,0.43860240838602704,0.6605216723322584
0,30,-7.930697050981445,4.279116080131148,-6.502154737734955,2.8505737668846565,-10.459432147455416,6.807851176605119,True,True,True,12.209813131112593,9.352728504619611,17.267283324060536,1.5653724184095896,1.6072760909703343,-1.825790485425149,0.6967507913885582
0,31,3.5209354205839754,15.518695146716787,4.868117740084732,14.17151282721603,1.0361180222550157,18.003512545045744,True,True,True,11.997759726132813,9.3033950871313,16.967394522790727,10.173587339744428,8.830794723945221,9.51981528365038,10.95945126001265
0,32,-4.01387658867268,8.195936542439917,-2.585334275426187,6.767394229193424,-6.542611685146651,10.724671638913888,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,3.0206558642545556,4.479419261001803,2.0910299768836182,0.16493694757954103
0,33,1.9380395813337081,14.147852712446305,3.366581894580201,12.719310399199813,-0.5906955151402631,16.676587808920274,True,True,True,12.209813131112597,9.352728504619613,17.267283324060536,7.833209785769482,9.274226702545295,8.042946146890007,7.4257383780202515
0,34,1.425482526382166,13.739953112730046,2.8940688764154254,12.271366762696786,-1.1249278387727601,16.290363477884974,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,5.967800085702592,4.667890566341993,7.582717819556106,7.47673661181616
0,35,-4.136446036020304,7.967804769847524,-2.748367837880512,6.579726571707733,-6.643318459098264,10.474677192925483,True,False,True,12.104250805867828,9.328094409588244,17.117995652023748,-3.1719001099464976,-5.611716400241379,1.91567936691361,-2.8804560514060755
0,36,-1.979458698551566,10.23035443256103,-0.5509163853050731,8.801812119314537,-4.508193795025537,12.759089529035002,True,True,True,12.209813131112597,9.35272850461961,17.26728332406054,6.728674454307161,7.604559343502694,4.125447867004732,6.192622747325739
0,37,-0.36568940639579495,11.948781179952086,1.1028969436374645,10.480194829918826,-2.916099771550721,14.499191545107012,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,7.443670934593397,5.643173085454938,5.791545886778145,5.162129682211361
0,38,9.50316950062405,21.712982631736644,10.931711813870542,20.28444031849015,6.974434404150079,24.241717728210617,True,True,True,12.209813131112593,9.35272850461961,17.267283324060536,14.538598984375355,15.06961893089253,15.608076066180347,18.385465938762348
0,39,-7.352984347684493,4.856828783428104,-5.924442034438,3.428286470181611,-9.881719444158463,7.385563879902075,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-3.9022705489099643,-4.729375241524087,-1.2480777821281943,-4.012869941816413
0,40,-2.7018876685013113,9.507925462611283,-1.2733453552548202,8.07938314936479,-5.230622764975283,12.036660559085252,True,True,True,12.209813131112593,9.352728504619611,17.267283324060536,5.105472041803024,4.297607338495054,3.4030188970549853,5.613764120979233
0,41,4.8516166879648495,17.061429819077446,6.280159001211342,15.632887505830954,2.3228815914908783,19.59016491555142,True,True,True,12.209813131112597,9.352728504619613,17.267283324060543,9.788871951665811,8.118768408318205,10.956523253521148,10.82037479774974
0,42,-5.816125242462466,6.393687888650128,-4.3875829292159745,4.965145575403636,-8.344860338936437,8.922422985124099,True,True,True,12.209813131112593,9.352728504619611,17.267283324060536,3.604029876957984,3.337138381937308,0.28878132309383064,0.5158564912154113
0,43,12.382155148483337,24.48640595435117,13.77023334662313,23.098327756211376,9.875282725405377,26.993278377429128,False,False,True,12.104250805867833,9.328094409588246,17.11799565202375,12.017536746260681,11.776620272880297,18.434280551417253,11.805300992128055
0,44,3.2229842915105635,15.43279742262316,4.6515266047570565,14.004255109376668,0.6942491950365923,17.961532519097133,True,True,True,12.209813131112597,9.352728504619613,17.267283324060543,4.418603810454281,5.384958409365364,9.327890857066862,4.389729283721939
0,45,2.051268917872118,14.155519723739946,3.43934711601191,12.767441525600155,-0.4556035052058416,16.662392146817908,True,True,True,12.104250805867828,9.328094409588246,17.11799565202375,4.929726844102387,5.312271396308162,8.103394320806032,1.993940523206068
0,46,6.638786057128687,18.84859918824128,8.06732837037518,17.42005687499479,4.110050960654716,21.377334284715253,True,True,True,12.209813131112593,9.35272850461961,17.267283324060536,11.894279273799128,13.140076847208537,12.743692622684984,10.9715422139274
0,47,1.396232872793881,13.710703459141762,2.8648192228271405,12.242117109108502,-1.154177492361045,16.261113824296686,True,True,True,12.31447058634788,9.377297886281362,17.41529131665773,7.529645178913848,9.338368491705062,7.553468165967821,7.659082208274374
0,48,-0.7174160027198564,11.280343723412955,0.6297663167809002,9.933161403912198,-3.202233401048816,13.765161121741915,True,True,True,11.997759726132811,9.303395087131298,16.96739452279073,0.5699071518652774,0.7222052738818839,5.281463860346549,-0.6357869584815093
0,49,-4.904737347477314,7.305075783635282,-3.4761950342308214,5.8765334703887895,-7.433472443951286,9.833810880109255,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,1.3395841472376455,4.443692261538617,1.200169218078984,0.22400868728282797
0,50,-4.589726352812102,7.620086778300491,-3.161184039565611,6.191544465054,-7.118461449286073,10.148821874774463,True,True,True,12.209813131112593,9.352728504619611,17.267283324060536,1.180169514531734,0.5476965018555557,1.5151802127441945,0.4891220283929745
0,51,-9.272580343804892,2.9372327873077055,-7.844038030558398,1.5086904740612126,-11.801315440278863,5.465967883781676,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-4.415537375483213,-2.9688172473752097,-3.167673778248593,-4.5221784648586745
0,52,0.8180108171237306,12.922261622991563,2.2060890152635233,11.534183424851769,-1.6888616059542292,15.429134046069521,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,9.095774590630695,8.893623559832267,6.870136220057646,11.416540553171995
0,53,8.585897884210542,20.79571101532314,10.014440197457034,19.367168702076647,6.057162787736571,23.32444611179711,True,True,True,12.209813131112597,9.352728504619613,17.267283324060536,11.970411919442295,13.831071534288345,14.69080444976684,7.650100187382913
0,54,-3.253525826864364,8.956287304248233,-1.824983513617871,7.5277449910017395,-5.782260923338335,11.485022400722205,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,4.715474955728279,6.0334520199827555,2.8513807386919345,1.5095673016517772
0,55,4.673858886058316,16.883672017170912,6.102401199304809,15.45512970392442,2.1451237895843445,19.412407113644882,True,True,True,12.209813131112597,9.352728504619613,17.267283324060536,7.437584638565848,7.714715019723779,10.778765451614614,4.995463044492462
0,56,1.2040363427426177,13.308287148610447,2.5921145408824096,11.920208950470654,-1.302836080335342,15.815159571688405,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,5.022638246604112,4.473418030524835,7.256161745676532,5.270320234256955
0,57,10.203071235249261,22.412884366361858,11.631613548495753,20.984342053115366,7.67433613877529,24.94161946283583,True,True,True,12.209813131112597,9.352728504619613,17.267283324060543,14.501115500470107,14.90156308650941,16.30797780080556,17.737222606858246
0,58,-10.137305960977155,2.0725071701354416,-8.708763647730663,0.6439648568889487,-12.666041057451126,4.601242266609413,True,True,True,12.209813131112597,9.352728504619613,17.26728332406054,-7.296930927334323,-7.875381137205138,-4.032399395420857,-6.6796729487357895
0,59,1.956890811925275,14.166703943037872,3.385433125171768,12.738161629791378,-0.5718442845486962,16.695439039511843,True,True,True,12.209813131112597,9.35272850461961,17.26728332406054,3.7705763257438196,4.156781190001325,8.061797377481573,1.0465867593096547
0,60,-2.3315428054672522,9.878270325645344,-0.9030004922207593,8.449728012398852,-4.860277901941224,12.407005422119315,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,5.14044813084589,2.2333130921562776,3.773363760089046,2.7173472234004836
0,61,2.8798087184567898,15.089621849569387,4.308351031703283,13.661079536322895,0.35107362198281855,17.618356946043356,True,True,True,12.209813131112597,9.352728504619613,17.267283324060536,9.627776334359764,9.316548157470912,8.984715284013088,9.778357247601306
0,62,2.1329489167500366,14.447419503097917,3.601535266783296,12.978833153064658,-0.4174614484048895,16.997829868252843,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,9.551677264276401,11.27922579115469,8.290184209923977,7.485732570950645
0,63,0.6290835461777711,12.943554132525652,2.0976698962110305,11.474967782492392,-1.921326818977155,15.493964497680578,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,7.433791003667155,6.737554428692543,6.786318839351711,6.251095701019455
0,64,5.366049921068219,17.680520507416098,6.834636271101479,16.211934157382842,2.815639555913293,20.230930872571026,True,False,True,12.314470586347879,9.377297886281363,17.415291316657733,7.414097900809034,4.899024790445905,11.52328521424216,8.26468154713081
0,65,6.781479358761773,18.8857301646296,8.169557556901566,17.49765196648981,4.2746069356838134,21.39260258770756,True,True,True,12.104250805867826,9.328094409588243,17.117995652023748,14.206614325194952,12.871063088486663,12.833604761695687,15.970601414368675
0,66,-1.75187051766322,10.56260006868466,-0.28328416762996067,9.0940137186514,-4.302280882818146,13.113010433839587,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,3.2285694061003767,2.905594480124582,4.40536477551072,3.980262424789284
0,67,-9.705992326848612,2.503820804263985,-8.277450013602119,1.075278491017492,-12.234727423322584,5.032555900737956,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-6.979945930663029,-5.96906171117871,-3.6010857612923135,-5.36069565320301
0,68,2.753911653930647,14.858162459798478,4.14198985207044,13.470084261658686,0.2470392308526872,17.365034882876436,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,11.700125009956697,10.303273207837059,8.806037056864563,10.29474820718714
0,69,-7.797915470584026,4.306335335283802,-6.409837272444234,2.9182571371440105,-10.304787893661985,6.813207758361762,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,0.9903957677177786,0.8934116631267921,-1.7457900676501117,4.163667922398104
0,70,7.35748387694051,19.46173468280834,8.745562075080302,18.073656484668547,4.85061145386255,21.9686071058863,True,True,True,12.104250805867832,9.328094409588244,17.11799565202375,11.758346792881632,12.06798381697927,13.409609279874426,13.183414224339426
0,71,3.327418858214372,15.641889444562253,4.796005208247632,14.173303094528993,0.7770084930594461,18.192299809717177,True,False,True,12.31447058634788,9.377297886281362,17.41529131665773,14.384232823345375,15.222030545711775,9.484654151388312,14.023709574915864
0,72,2.463447686487342,14.56769849235517,3.851525884627134,13.179620294215379,-0.04342473659061774,17.074570915433128,True,True,True,12.104250805867828,9.328094409588246,17.117995652023744,7.525857953868451,5.695767918131459,8.515573089421256,4.742947046576215
0,73,-5.481730126121481,6.728083004991116,-4.053187812874988,5.299540691744623,-8.010465222595453,9.256818101465086,True,False,True,12.209813131112597,9.352728504619611,17.26728332406054,5.187664454933767,5.926945338588697,0.6231764394348172,8.235498275615473
0,74,-6.5255591451978265,5.578691660670005,-5.137480947058034,4.190613462530212,-9.032431568275786,8.085564083747965,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,-2.8734082900163207,-2.3820299131358493,-0.4734337422639111,-3.867470684641504
0,75,-17.221908491704383,-5.012095360591788,-15.793366178457891,-6.440637673838281,-19.750643588178356,-2.4833602641178167,True,True,True,12.209813131112595,9.35272850461961,17.26728332406054,-10.835084770738266,-10.538131176653286,-11.117001926148086,-11.06332433040772
0,76,7.891129109514573,19.9953799153824,9.279207307654364,18.60730171724261,5.384256686436613,22.50225233846036,True,True,True,12.104250805867828,9.328094409588246,17.117995652023744,12.202870106108271,12.039452949655596,13.943254512448487,11.376736936716068
0,77,14.080206276033923,26.18445708190175,15.468284474173714,24.79637888376196,11.573333852955964,28.691329504979713,True,True,True,12.104250805867828,9.328094409588246,17.11799565202375,19.779617308144005,18.549459614900105,20.132331678967837,17.742027079016104
0,78,4.345586082383754,16.449836888251582,5.733664280523546,15.061758690111791,1.8387136593057942,18.95670931132954,True,True,True,12.104250805867828,9.328094409588246,17.117995652023744,12.023621167840666,11.787467393426892,10.397711485317668,12.913598630150851
0,79,-1.2680926594818942,10.836158146385937,0.11998553865789852,9.448079948246145,-3.774965082559854,13.343030569463897,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,4.689393187713364,3.5089104144732337,4.784032743452022,5.121017662422765
0,80,-8.775948739964072,3.3283020659037557,-7.387870541824281,1.9402238677639638,-11.282821163042032,5.835174488981716,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,-1.3820867430439288,-3.1044115531405745,-2.7238233370301583,1.8299180707864968
0,81,-8.794680903198548,3.203078822934263,-7.447498583697792,1.8558965034335064,-11.279498301527507,5.687896221263223,True,True,True,11.997759726132811,9.303395087131298,16.96739452279073,-4.4165090918584555,-5.611535514967218,-2.7958010401321425,-4.137422007774724
0,82,5.084505690832173,17.082265416964983,6.4316880103329295,15.735083097464226,2.599688292503213,19.567082815293944,True,True,True,11.99775972613281,9.303395087131296,16.96739452279073,14.003604525738908,13.331631118868621,11.083385553898578,15.071730593960513
0,83,0.525203846936706,12.735016978049302,1.953746160183199,11.30647466480281,-2.0035312495372652,15.263752074523275,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,8.070581715703584,8.93924127124306,6.630110412493004,4.70693209032081
0,84,-1.1301880284331283,10.9740627774347,0.25789016970666356,9.585984579294909,-3.637060451511088,13.48093520051266,True,True,True,12.104250805867828,9.328094409588246,17.117995652023748,3.067304255786766,2.529017443235098,4.921937374500786,-0.0015741360644295765
0,85,-9.313587439050554,2.896225692062042,-7.885045125804062,1.4676833788155492,-11.842322535524525,5.424960788536014,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-3.663813595085503,-3.13598463841128,-3.2086808734942562,-5.142565723979078
0,86,-0.05188699938209229,12.157926131730505,1.3766553138644007,10.729383818484012,-2.5806220958560635,14.686661228204475,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,5.705770104195965,4.8613164085715335,6.053019566174206,6.089612790274502
0,87,-0.08812357633919987,12.121689554773397,1.340418736907293,10.693147241526905,-2.616858672813171,14.650424651247368,False,False,False,12.209813131112597,9.352728504619613,17.26728332406054,-1.1470765237387957,-1.7013767855595963,6.0167829892170985,-3.0769592694510033
0,88,-2.2049890080385333,10.109481578309348,-0.7364026580052738,8.640895228276088,-4.755399373193459,12.659891943464274,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,3.7684466417007467,3.579534801887586,3.952246285135407,1.7527561441173467
0,89,1.857073397061277,13.96132420292911,3.2451515952010697,12.573246004789315,-0.6497990260166828,16.468196626007067,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,4.800845318405019,5.487079363089453,7.909198799995193,4.071930786023931
0,90,-1.5999217916166684,10.504329014251159,-0.21184359347687653,9.116250816111368,-4.106794214694628,13.01120143732912,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,3.48555705030725,3.865523862886694,4.452203611317246,4.013102512345252
0,91,1.0069088390671839,13.21672197017978,2.435451152313677,11.788179656933288,-1.5218262574067873,15.745457066653753,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,5.5990927582348355,5.53799621267177,7.111815404623482,6.774033073996575
0,92,-8.208666809475023,3.895583996392805,-6.820588611335231,2.507505798253013,-10.715539232552983,6.402456419470765,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,-1.0614621937276238,-0.935923907328335,-2.156541406541109,-1.8778056363559452
0,93,-4.736575996964257,7.47323713414834,-3.3080336837177637,6.044694820901848,-7.265311093438228,10.001972230622311,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,1.1518073437724734,1.3317698460637475,1.3683305685920417,0.7111655198328917
0,94,0.4410700005878434,12.438829726720655,1.7882523200886,11.091647407219899,-2.0437473977411162,14.923647125049614,True,True,True,11.997759726132813,9.3033950871313,16.96739452279073,8.445657930113672,6.267188818714753,6.439949863654249,9.025498839123347
0,95,-1.6271990235178757,10.687271562830006,-0.15861267348461627,9.218685212796746,-4.177609388672802,13.23768192798493,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,4.487726384646978,4.5493135264155145,4.5300362696560645,5.117187678826493
0,96,-0.3222255169409456,11.88758761417165,1.1063167963055474,10.459045300925158,-2.850960613414917,14.416322710645623,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,5.6087776638709315,7.382362296778058,5.782681048615353,5.451994630232734
0,97,-4.642363282940075,7.567449848172518,-3.213820969693584,6.138907534926027,-7.171098379414047,10.09618494464649,True,True,True,12.209813131112593,9.352728504619611,17.267283324060536,0.015181190723657423,0.37085726200190705,1.4625432826162215,-0.21082881504314144
0,98,4.709210471666172,17.023681058014052,6.177796821699431,15.555094707980793,2.1588001065112454,19.57409142316898,True,True,True,12.31447058634788,9.377297886281362,17.415291316657736,9.697495779730652,9.596035275704946,10.866445764840112,10.841595348152321
0,99,-1.349250207850675,10.755000598017153,0.038827990289116876,9.36692239987736,-3.8561226309286347,13.261873021095113,True,True,True,12.104250805867828,9.328094409588243,17.117995652023748,5.959123205417821,4.770802680934848,4.702875195083239,6.4683443008374715
0,100,2.7028426522986244,14.912655783411221,4.131384965545117,13.48411347016473,0.1741075558246532,17.44139087988519,True,True,True,12.209813131112597,9.352728504619613,17.267283324060536,11.720865717111803,9.821761550398344,8.807749217854923,12.906577851498172
0,101,-5.275452801410536,6.828798004457296,-3.8873746032707435,5.440719806317503,-7.7823252244884955,9.335670427535256,False,False,True,12.104250805867832,9.328094409588246,17.11799565202375,7.369748710340527,9.255963703160187,0.7766726015233796,9.11822712119468
0,102,-5.600286152985687,6.60952697812691,-4.171743839739193,5.180984664880418,-8.129021249459658,9.138262074600881,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-1.1744223692769449,-1.142149832113169,0.504620412570612,3.5331794779721575
0,103,4.46457718594924,16.568827991817066,5.852655384089032,15.180749793677276,1.9577047628712805,19.075700414895028,True,False,True,12.104250805867826,9.328094409588243,17.117995652023748,15.661849985089457,17.147002488883373,10.516702588883154,15.689711110671839
0,104,12.027636823148871,24.1318876290167,13.415715021288662,22.743809430876908,9.520764400070911,26.63876005209466,True,True,True,12.104250805867828,9.328094409588246,17.11799565202375,18.864377706032123,17.56510202855422,18.079762226082785,17.301526763544015
0,105,5.843394954683843,17.947645760551673,7.231473152823635,16.55956756241188,3.3365225316058833,20.45451818362963,True,True,True,12.10425080586783,9.328094409588243,17.117995652023748,10.680686325009598,10.397140750905708,11.895520357617757,9.364657117820919
0,106,3.294345534845265,15.398596340713093,4.682423732985057,14.0105181425733,0.7874731117673051,17.905468763791053,True,True,True,12.104250805867828,9.328094409588243,17.117995652023748,8.918301709568784,9.082699842644235,9.346470937779179,10.765424451627053
0,107,-8.28374985186769,3.9260632792449077,-6.855207538621196,2.4975209659984148,-10.81248494834166,6.4547983757188785,True,True,True,12.209813131112597,9.352728504619611,17.26728332406054,-1.463111850042905,-1.1912963407606054,-2.1788432863113907,0.09909882193305736
0,108,-0.024456545258042972,12.079794260609784,1.3636216528817489,10.691716062469993,-2.5313289683360027,14.586666683687746,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,7.972193420754085,8.02266595015433,6.027668857675871,7.3014424980459225
0,109,-2.6243434629963627,9.585469668116234,-1.1958011497498697,8.15692735486974,-5.153078559470334,12.114204764590205,True,True,True,12.209813131112597,9.35272850461961,17.26728332406054,2.626874416628765,3.1778257067485076,3.4805631025599357,-0.5357093992980648
0,110,2.3861292959838742,14.490380101851706,3.774207494123667,13.102301903711913,-0.12074312709408552,16.997252524929664,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,6.141840169343734,7.84351725002257,8.43825469891779,6.1581684731925845
0,111,-0.13318765802823496,11.971063147839597,1.2548905401115578,10.582984949699803,-2.6400600811061947,14.477935570917555,True,True,True,12.104250805867832,9.328094409588246,17.11799565202375,5.80233845232943,6.392883930171616,5.918937744905681,9.024478895495275
0,112,3.0431492686185653,15.357619854966446,4.511735618651825,13.889033504933186,0.49273890346363913,17.908030220121372,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,11.840388421917805,11.585853032459019,9.200384561792506,13.151748856853132
0,113,-6.25077576757587,6.06369481877201,-4.782189417542611,4.595108468738751,-8.801186132730797,8.614105183926936,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,0.9477279738836906,2.4053045623390137,-0.09354047440193014,-3.2674832867638037
0,114,-6.440497393041442,5.663753412826386,-5.052419194901651,4.2756752146865935,-8.947369816119402,8.170625835904346,True,True,True,12.104250805867828,9.328094409588244,17.117995652023748,2.4689448457419534,3.033389788002073,-0.3883719901075282,2.3805250730522305
0,115,-2.0697170627462347,10.244753523601645,-0.6011307127129752,8.776167173568385,-4.620127427901161,12.795163888756573,True,True,True,12.31447058634788,9.377297886281362,17.415291316657733,3.2554810654687607,2.1315201564203026,4.087518230427706,3.5529299044511125
